year,field,genarea,n,first,last,range,ord,alpha
1967,Public Health,Professional,117,1937,2011,74,1937.99,0.8
1923,Library Practice,Professional,6,1922,1923,1,1922.9462406762805,0.1
1902,Linguistics,Social Sciences,2,1901,2011,110,1901.99,0.8
1904,Linguistics,Social Sciences,1,1901,2011,110,1901.99,0.8
1962,Linguistics,Social Sciences,76,1901,2011,110,1901.99,0.8
1967,Linguistics,Social Sciences,45,1901,2011,110,1901.99,0.8
1979,Linguistics,Social Sciences,33,1901,2011,110,1901.99,0.8
1983,Linguistics,Social Sciences,45,1901,2011,110,1901.99,0.8
1990,Logic and the Methodology of Science,Social Sciences,8,1966,2011,45,1966.99,0.8
1940,Romance Philology,Humanities,3,1924,1997,73,1924.9830382894083,0.8
1999,Materials Science and Mineral Engineering,Engineering,65,1977,1999,22,1977.9840328194928,0.1
1922,Mathematics,Natural Sciences,42,1900,2011,111,1900.99,0.8
1939,Mathematics,Natural Sciences,35,1900,2011,111,1900.99,0.8
1951,Mathematics,Natural Sciences,94,1900,2011,111,1900.99,0.8
1950,Scandinavian Languages and Literature,Humanities,16,1946,1950,4,1946.9596668324216,0.1
1951,Nursing,Professional,47,1940,1958,18,1940.9636449527598,0.8
2003,Mathematics Education,Education,9,1973,2011,38,1973.99,0.8
1903,Mechanical and Electrical Engineering,Engineering,12,1901,1930,29,1901.9497215315764,0.8
1928,Paleontology,Natural Sciences,7,1910,1988,78,1910.978562904028,0.8
1941,MedicoMilitary Science and Tactics,Professional,1,1925,1950,25,1925.9596668324216,0.8
2011,Microbiology,Natural Sciences,13,1993,2011,18,1993.99,0.8
1914,Military Science and Tactics,Professional,2,1900,1957,57,1900.9631476877175,0.8
1917,Mining and Metallurgy,Engineering,28,1900,1946,46,1900.9576777722525,0.8
1921,Mining and Metallurgy,Engineering,7,1900,1946,46,1900.9576777722525,0.8
1936,Mining and Metallurgy,Engineering,36,1900,1946,46,1900.9576777722525,0.8
2003,Molecular and Cell Biology,Natural Sciences,154,1989,2011,22,1989.99,0.8
1921,Music,Humanities,16,1906,2011,105,1906.99,0.8
1929,Music,Humanities,10,1906,2011,105,1906.99,0.8
1956,Music,Humanities,87,1906,2011,105,1906.99,0.8
1965,Music,Humanities,79,1906,2011,105,1906.99,0.8
1987,Native American Studies,Humanities,19,1975,2011,36,1975.99,0.8
1988,Native American Studies,Humanities,22,1975,2011,36,1975.99,0.8
1992,Native American Studies,Humanities,24,1975,2011,36,1975.99,0.8
1994,Native American Studies,Humanities,28,1975,2011,36,1975.99,0.8
1987,Naval Architecture and Offshore Engineering,Engineering,15,1983,2001,18,1983.9850273495774,0.8
1994,Near Eastern Studies,Humanities,1,1973,2011,38,1973.99,0.8
1948,Zoology,Natural Sciences,53,1900,1988,88,1900.978562904028,0.8
1995,Near Eastern Studies,Humanities,2,1973,2011,38,1973.99,0.8
1921,Political Science,Social Sciences,18,1903,2011,108,1903.99,0.8
1927,Political Science,Social Sciences,33,1903,2011,108,1903.99,0.8
1994,Nutritional Sciences,Professional,26,1962,1999,37,1962.9840328194928,0.6
1944,Optometry,Professional,8,1929,2011,82,1929.99,0.8
1983,Political Science,Social Sciences,173,1903,2011,108,1903.99,0.8
1910,Oriental Languages,Humanities,14,1901,1991,90,1901.9800546991546,0.8
1935,Paleontology,Natural Sciences,14,1910,1988,78,1910.978562904028,0.8
1958,Paleontology,Natural Sciences,25,1910,1988,78,1910.978562904028,0.8
1971,Paleontology,Natural Sciences,33,1910,1988,78,1910.978562904028,0.8
1984,Paleontology,Natural Sciences,45,1910,1988,78,1910.978562904028,0.5
1993,Parisitology,Natural Sciences,27,1986,1993,7,1986.9810492292393,0.1
1934,Pharmacy,Professional,1,1934,1934,0,1934.9517105917455,1
1903,Philosophy,Humanities,11,1900,2011,111,1900.99,0.8
1910,Physical Culture,Education,8,1900,1913,13,1900.9412680258579,0.4
1963,Physical Education,Education,14,1943,2011,68,1943.99,0.8
1964,Physical Education,Education,32,1943,2011,68,1943.99,0.8
1976,Physical Education,Education,40,1943,2011,68,1943.99,0.8
1917,Physical Education for Women,Education,38,1914,1942,28,1914.9556887120837,0.8
1936,Physical Education for Women,Education,32,1914,1942,28,1914.9556887120837,0.8
1904,Physics,Natural Sciences,13,1900,2011,111,1900.99,0.8
1938,Physics,Natural Sciences,30,1900,2011,111,1900.99,0.8
1955,Physics,Natural Sciences,54,1900,2011,111,1900.99,0.8
1983,Physics,Natural Sciences,70,1900,2011,111,1900.99,0.8
1988,Physics,Natural Sciences,50,1900,2011,111,1900.99,0.8
1919,Physiology,Natural Sciences,7,1903,1964,61,1903.9666285430135,0.8
1981,Physiology Anatomy,Natural Sciences,56,1965,1991,26,1965.9800546991546,0.8
2001,Plant and Microbial Biology,Natural Sciences,36,1997,2011,14,1997.99,0.8
1992,Plant Biology,Natural Sciences,24,1990,2003,13,1990.9860218796618,0.8
1968,Plant Pathology,Natural Sciences,19,1951,1993,42,1951.9810492292393,0.8
1971,Plant Pathology,Natural Sciences,18,1951,1993,42,1951.9810492292393,0.8
1974,Plant Pathology,Natural Sciences,21,1951,1993,42,1951.9810492292393,0.8
1981,Plant Pathology,Natural Sciences,11,1951,1993,42,1951.9810492292393,0.8
1993,Plant Pathology,Natural Sciences,21,1951,1993,42,1951.9810492292393,0.1
1981,Political Economy of Industrial Societies,Social Sciences,1,1976,2007,31,1976.988010939831,0.8
2007,Political Economy of Industrial Societies,Social Sciences,13,1976,2007,31,1976.988010939831,0.1
1918,Political Science,Social Sciences,19,1903,2011,108,1903.99,0.8
1930,Political Science,Social Sciences,43,1903,2011,108,1903.99,0.8
1964,Political Science,Social Sciences,106,1903,2011,108,1903.99,0.8
2011,Practice of Art,Humanities,30,1973,2011,38,1973.99,0.8
1926,Psychology,Social Sciences,7,1922,2011,89,1922.99,0.8
1934,Psychology,Social Sciences,22,1922,2011,89,1922.99,0.8
1924,Sanskrit,Humanities,5,1906,1999,93,1906.9840328194928,0.8
1997,Womens Studies,Humanities,35,1976,2011,35,1976.99,0.8
2001,Womens Studies,Humanities,35,1976,2011,35,1976.99,0.8
1995,Slavic Languages and Literatures?,Humanities,83,1952,2011,59,1952.99,0.8
2007,Slavic Languages and Literatures?,Humanities,83,1952,2011,59,1952.99,0.8
1939,Spanish and Portuguese,Humanities,28,1931,2011,80,1931.99,0.8
1977,Wood Science and Technology,Professional,1,1976,1999,23,1976.9840328194928,0.8
1970,Aerospace Studies,Engineering,3,1967,1978,11,1967.9735902536052,0.8
1995,Agricultural and Environmental Chemistry,Professional,1,1981,1995,14,1981.9820437593237,0.1
2011,Ancient History and Mediterranean Archa?eology,Social Sciences,1,1993,2011,18,1993.99,0.8
1997,Slavic Languages and Literatures?,Humanities,21,1952,2011,59,1952.99,0.8
1967,Atmospheric and Space Sciences,Natural Sciences,6,1965,1970,5,1965.969612133267,0.4
1985,Biomedical and Environmental Health Sciences,Professional,4,1976,1992,16,1976.9805519641968,0.8
1989,Biostatistics,Natural Sciences,1,1969,1989,20,1969.9790601690702,0.1
1962,Chemistry,Natural Sciences,16,1900,2007,107,1900.988010939831,0.8
2005,Chemistry,Natural Sciences,1,1900,2007,107,1900.988010939831,0.3
1951,City and Regional Planning,Professional,9,1948,2011,63,1948.99,0.8
1940,Electrical Engineering,Engineering,20,1924,1963,39,1924.9661312779713,0.8
1951,Food Technology,Professional,9,1951,1961,10,1951.9651367478866,1
1952,Geological Sciences,Natural Sciences,37,1921,1953,32,1921.9611586275485,0.2
1968,Landscape Architecture,Professional,23,1949,1995,46,1949.9820437593237,0.8
1945,Optometry,Professional,8,1929,2011,82,1929.99,0.8
1937,Paleontology,Natural Sciences,15,1910,1988,78,1910.978562904028,0.8
1939,Physiology,Natural Sciences,13,1903,1964,61,1903.9666285430135,0.8
1900,Mining and Metallurgy,Engineering,10,1900,1946,46,1900.9576777722525,1
1935,Greek,Humanities,14,1900,1937,37,1900.9532023868721,0.3
1912,Drawing,Engineering,9,1900,1913,13,1900.9412680258579,0.2
1984,Dutch Studies,Humanities,1,1975,1997,22,1975.9830382894083,0.8
1903,Jurisprudence,Professional,4,1900,1949,49,1900.9591695673794,0.8
1906,Jurisprudence,Professional,11,1900,1949,49,1900.9591695673794,0.8
1925,Architecture,Professional,1,1900,2011,111,1900.99,0.8
1997,Archaeology,Social Sciences,1,1992,2009,17,1992.9890054699156,0.8
1944,Romance Philology,Humanities,1,1924,1997,73,1924.9830382894083,0.8
1920,Semitic Languages,Humanities,5,1901,1945,44,1901.9571805072103,0.8
1901,Philosophy,Humanities,10,1900,2011,111,1900.99,0.8
1938,Semitic Languages,Humanities,19,1901,1945,44,1901.9571805072103,0.8
1904,Architecture,Professional,2,1900,2011,111,1900.99,0.8
1912,Sanskrit,Humanities,10,1906,1999,93,1906.9840328194928,0.8
1908,Irrigation,Professional,6,1901,1949,48,1901.9591695673794,0.8
1912,Anatomy,Natural Sciences,6,1908,1988,80,1908.978562904028,0.8
1903,Geography,Social Sciences,2,1900,2011,111,1900.99,0.8
1938,Mathematics,Natural Sciences,1,1900,2011,111,1900.99,0.8
1993,African American Studies,Humanities,44,1992,2011,19,1992.99,0.8
1983,Public Policy,Social Sciences,50,1971,2011,40,1971.99,0.8
1986,Public Policy,Social Sciences,66,1971,2011,40,1971.99,0.8
2007,African American Studies,Humanities,64,1992,2011,19,1992.99,0.8
2009,African American Studies,Humanities,20,1992,2011,19,1992.99,0.8
1987,AfroAmerican Studies,Humanities,37,1975,1991,16,1975.9800546991546,0.5
1990,AfroAmerican Studies,Humanities,51,1975,1991,16,1975.9800546991546,0.2
1988,Agricultural and Resource Economics,Professional,35,1980,2011,31,1980.99,0.8
1991,Agricultural and Resource Economics,Professional,36,1980,2011,31,1980.99,0.8
2003,Range Management,Professional,7,1953,2011,58,1953.99,0.8
2007,Agricultural and Resource Economics,Professional,51,1980,2011,31,1980.99,0.8
1974,Agricultural Economics,Professional,24,1926,1974,48,1926.971601193436,0.1
1987,Rhetoric,Professional,61,1969,2011,42,1969.99,0.8
1993,Rhetoric,Professional,65,1969,2011,42,1969.99,0.8
1920,Sanskrit,Humanities,5,1906,1999,93,1906.9840328194928,0.8
1973,Scandinavian,Humanities,52,1951,2011,60,1951.99,0.8
1993,American Studies,Humanities,5,1993,2011,18,1993.99,1
1994,American Studies,Humanities,6,1993,2011,18,1993.99,0.8
2003,American Studies,Humanities,19,1993,2011,18,1993.99,0.8
1991,Science and Mathematics Education,Education,7,1969,2011,42,1969.99,0.8
1993,Science and Mathematics Education,Education,10,1969,2011,42,1969.99,0.8
1965,Mathematics,Natural Sciences,82,1900,2011,111,1900.99,0.8
1946,Anatomy,Natural Sciences,7,1908,1988,80,1908.978562904028,0.8
1963,Anatomy,Natural Sciences,6,1908,1988,80,1908.978562904028,0.8
1939,Semitic Languages,Humanities,19,1901,1945,44,1901.9571805072103,0.8
1926,Animal Husbandry,Professional,58,1924,1927,3,1924.9482297364495,0.2
1967,Engineering,Engineering,496,1948,2011,63,1948.99,0.8
1917,Anthropology,Social Sciences,5,1902,2011,109,1902.99,0.8
1944,Anthropology,Social Sciences,27,1902,2011,109,1902.99,0.8
1946,Anthropology,Social Sciences,41,1902,2011,109,1902.99,0.8
1961,Slavic Languages and Literatures?,Humanities,57,1952,2011,59,1952.99,0.8
1971,Slavic Languages and Literatures?,Humanities,56,1952,2011,59,1952.99,0.8
1980,Slavic Languages and Literatures?,Humanities,61,1952,2011,59,1952.99,0.8
1976,Anthropology,Social Sciences,72,1902,2011,109,1902.99,0.8
1983,Slavic Languages and Literatures?,Humanities,75,1952,2011,59,1952.99,0.8
1989,Slavic Languages and Literatures?,Humanities,64,1952,2011,59,1952.99,0.8
1981,Anthropology,Social Sciences,41,1902,2011,109,1902.99,0.8
1985,Anthropology,Social Sciences,66,1902,2011,109,1902.99,0.8
1915,Architecture,Professional,14,1900,2011,111,1900.99,0.8
1940,Architecture,Professional,26,1900,2011,111,1900.99,0.8
1973,Social Welfare,Professional,35,1939,2011,72,1939.99,0.8
1951,Architecture,Professional,31,1900,2011,111,1900.99,0.8
1987,Social Welfare,Professional,63,1939,2011,72,1939.99,0.8
1985,Architecture,Professional,62,1900,2011,111,1900.99,0.8
2007,Architecture,Professional,11,1900,2011,111,1900.99,0.8
1926,Art,Humanities,19,1923,1971,48,1923.9701093983092,0.8
1962,Art,Humanities,47,1923,1971,48,1923.9701093983092,0.8
2011,Asian American and Asian Diaspora Studies,Humanities,39,2011,2011,0,2011.99,1
1988,Asian American Studies,Humanities,25,1978,2009,31,1978.9890054699156,0.8
1906,Astronomy,Natural Sciences,11,1900,2011,111,1900.99,0.8
1915,Astronomy,Natural Sciences,18,1900,2011,111,1900.99,0.8
1918,Astronomy,Natural Sciences,22,1900,2011,111,1900.99,0.8
1969,Soils and Plant Nutrition,Professional,28,1954,1975,21,1954.9720984584783,0.8
1951,Astronomy,Natural Sciences,21,1900,2011,111,1900.99,0.8
1954,Astronomy,Natural Sciences,21,1900,2011,111,1900.99,0.8
1965,Astronomy,Natural Sciences,26,1900,2011,111,1900.99,0.8
1968,Astronomy,Natural Sciences,14,1900,2011,111,1900.99,0.8
1986,South and Southeast Asian Studies,Humanities,75,1975,2011,36,1975.99,0.8
1976,Astronomy,Natural Sciences,27,1900,2011,111,1900.99,0.8
1977,Astronomy,Natural Sciences,19,1900,2011,111,1900.99,0.8
1991,Astronomy,Natural Sciences,30,1900,2011,111,1900.99,0.8
1927,Bacteriology,Natural Sciences,5,1924,1977,53,1924.973092988563,0.8
1928,Bacteriology,Natural Sciences,6,1924,1977,53,1924.973092988563,0.8
1954,Bacteriology,Natural Sciences,16,1924,1977,53,1924.973092988563,0.8
1957,Bacteriology,Natural Sciences,17,1924,1977,53,1924.973092988563,0.8
1965,Bacteriology and Immunology,Natural Sciences,20,1965,1978,13,1965.9735902536052,1
1921,Biochemistry and Pharmacology,Natural Sciences,4,1916,1927,11,1916.9482297364495,0.8
1932,Spanish and Portuguese,Humanities,19,1931,2011,80,1931.99,0.8
1966,Biology,Natural Sciences,3,1966,1991,25,1966.9800546991546,1
2001,Ethnic Studies,Humanities,37,1973,2011,38,1973.99,0.8
1941,Spanish and Portuguese,Humanities,37,1931,2011,80,1931.99,0.8
1991,Biology,Natural Sciences,154,1966,1991,25,1966.9800546991546,0.1
1984,Biomedical and Environmental Health Sciences,Professional,5,1976,1992,16,1976.9805519641968,0.8
1949,Spanish and Portuguese,Humanities,41,1931,2011,80,1931.99,0.8
1970,Spanish and Portuguese,Humanities,48,1931,2011,80,1931.99,0.8
1901,Botany,Natural Sciences,13,1900,1988,88,1900.978562904028,0.8
1910,Botany,Natural Sciences,10,1900,1988,88,1900.978562904028,0.8
1950,Forestry,Professional,31,1939,1967,28,1939.9681203381401,0.8
1912,Botany,Natural Sciences,14,1900,1988,88,1900.978562904028,0.8
1955,Forestry,Professional,25,1939,1967,28,1939.9681203381401,0.8
1924,Botany,Natural Sciences,18,1900,1988,88,1900.978562904028,0.8
1930,Botany,Natural Sciences,19,1900,1988,88,1900.978562904028,0.8
1939,Botany,Natural Sciences,21,1900,1988,88,1900.978562904028,0.8
1944,Botany,Natural Sciences,16,1900,1988,88,1900.978562904028,0.8
1973,Forestry and Conservation,Professional,48,1968,1974,6,1968.971601193436,0.2
1950,Botany,Natural Sciences,24,1900,1988,88,1900.978562904028,0.8
1971,Botany,Natural Sciences,54,1900,1988,88,1900.978562904028,0.8
1973,Botany,Natural Sciences,38,1900,1988,88,1900.978562904028,0.8
1986,Botany,Natural Sciences,40,1900,1988,88,1900.978562904028,0.3
1954,Business Administration,Professional,85,1942,2011,69,1942.99,0.8
1958,Business Administration,Professional,94,1942,2011,69,1942.99,0.8
1999,Statistics,Natural Sciences,30,1954,2011,57,1954.99,0.8
1978,Business Administration,Professional,123,1942,2011,69,1942.99,0.8
1969,Transportation Engineering,Engineering,539,1969,1969,0,1969.9691148682248,1
1992,Womens Studies,Humanities,24,1976,2011,35,1976.99,0.8
1902,Zoology,Natural Sciences,17,1900,1988,88,1900.978562904028,0.8
1957,Zoology,Natural Sciences,60,1900,1988,88,1900.978562904028,0.8
2007,Business Administration,Professional,196,1942,2011,69,1942.99,0.8
1965,Cell Physiology,Natural Sciences,40,1964,1974,10,1964.971601193436,0.8
1994,Celtic Studies,Humanities,4,1990,2011,21,1990.99,0.8
2011,Chemical and Biomolecular Engineering,Engineering,96,2011,2011,0,2011.99,1
1964,Chemical Engineering,Engineering,38,1956,2011,55,1956.99,0.8
1991,Chemical Engineering,Engineering,35,1956,2011,55,1956.99,0.8
1995,Chemical Engineering,Engineering,36,1956,2011,55,1956.99,0.8
1903,Chemistry,Natural Sciences,25,1900,2007,107,1900.988010939831,0.8
1915,Chemistry,Natural Sciences,24,1900,2007,107,1900.988010939831,0.8
1922,Chemistry,Natural Sciences,20,1900,2007,107,1900.988010939831,0.8
1923,Chemistry,Natural Sciences,18,1900,2007,107,1900.988010939831,0.8
1951,Chemistry,Natural Sciences,30,1900,2007,107,1900.988010939831,0.8
1953,Chemistry,Natural Sciences,33,1900,2007,107,1900.988010939831,0.8
1973,Chemistry,Natural Sciences,57,1900,2007,107,1900.988010939831,0.8
1956,German,Humanities,51,1900,2011,111,1900.99,0.8
1987,Chicano Studies,Humanities,21,1986,2011,25,1986.99,0.8
1988,Chicano Studies,Humanities,24,1986,2011,25,1986.99,0.8
1993,Chicano Studies,Humanities,25,1986,2011,25,1986.99,0.8
2001,Chicano Studies,Humanities,24,1986,2011,25,1986.99,0.8
1975,City and Regional Planning,Professional,53,1948,2011,63,1948.99,0.8
1989,City and Regional Planning,Professional,63,1948,2011,63,1948.99,0.8
1957,Civil Engineering,Engineering,27,1900,1995,95,1900.9820437593237,0.8
1980,Civil Engineering,Engineering,271,1900,1995,95,1900.9820437593237,0.8
1939,Classics,Humanities,35,1938,2011,73,1938.99,0.8
1953,Classics,Humanities,46,1938,2011,73,1938.99,0.8
1955,Classics,Humanities,46,1938,2011,73,1938.99,0.8
1950,Comparative Literature,Humanities,1,1947,2011,64,1947.99,0.8
1965,Comparative Literature,Humanities,19,1947,2011,64,1947.99,0.8
1963,Humanities,Humanities,50,1961,1995,34,1961.9820437593237,0.8
1991,Comparative Literature,Humanities,43,1947,2011,64,1947.99,0.8
1993,Comparative Literature,Humanities,20,1947,2011,64,1947.99,0.8
1975,Composition,Humanities,4,1975,1992,17,1975.9805519641968,1
1984,Computer Science,Natural Sciences,1,1968,2005,37,1968.9870164097465,0.8
1975,Industrial Engineering and Operations Research,Engineering,93,1971,2011,40,1971.99,0.8
1992,Computer Science,Natural Sciences,77,1968,2005,37,1968.9870164097465,0.8
1984,Industrial Engineering and Operations Research,Engineering,122,1971,2011,40,1971.99,0.8
1967,Criminology,Social Sciences,58,1949,1975,26,1949.9720984584783,0.8
1940,Decorative Art,Humanities,18,1939,1964,25,1939.9666285430135,0.8
1946,Decorative Art,Humanities,15,1939,1964,25,1939.9666285430135,0.8
1953,Decorative Art,Humanities,24,1939,1964,25,1939.9666285430135,0.8
1925,Drama,Humanities,9,1925,1925,0,1925.947235206365,1
1955,Dramatic Art,Humanities,23,1942,1994,52,1942.9815464942815,0.8
2011,Integrative Biology,Natural Sciences,55,1990,2011,21,1990.99,0.8
1921,Irrigation,Professional,12,1901,1949,48,1901.9591695673794,0.8
1985,Dramatic Art,Humanities,48,1942,1994,52,1942.9815464942815,0.8
1986,Dramatic Art,Humanities,54,1942,1994,52,1942.9815464942815,0.8
1906,Drawing,Engineering,9,1900,1913,13,1900.9412680258579,0.8
1916,Drawing and Art,Humanities,16,1914,1922,8,1914.9457434112383,0.8
2005,Earth and Planetary Science,Natural Sciences,25,2001,2011,10,2001.99,0.8
1997,East Asian Languages,Humanities,128,1992,1999,7,1992.9840328194928,0.3
1989,Journalism,Professional,43,1940,2011,71,1940.99,0.8
1928,Journalistic Studies,Professional,2,1928,1939,11,1928.9541969169568,1
1906,Economics,Social Sciences,41,1902,2011,109,1902.99,0.8
1922,Economics,Social Sciences,71,1902,2011,109,1902.99,0.8
1926,Jurisprudence,Professional,42,1900,1949,49,1900.9591695673794,0.8
